"Hugo_Symbol","M1","M2","pval","or","ci.up","ci.low","adjPval"
"OR1L1",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"OR2G3",11,5,1,1.19516677478342,4.5437010925217,0.367092330454534,1
"OR2L2",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"OR2T4",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"OR4A15",14,8,1,0.935190214214403,2.69095470155175,0.348114397099801,1
"OR4K15",8,4,1,1.0786259448525,5.044068019093,0.278791781406012,1
"OR4M2",14,7,1,1.08185869741572,3.30356073728855,0.389132090693962,1
"OR4N4",5,3,1,0.892895781546288,5.89150494696745,0.168915388872569,1
"OR4X2",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"OR51Q1",10,5,1,1.07967474752805,4.1665939942807,0.322871117345178,1
"OR52E6",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"OR5B12",5,3,1,0.892895781546288,5.89150494696745,0.168915388872569,1
"OR5H15",6,3,1,1.07760442423058,6.82913700236859,0.22327485600935,1
"OR5I1",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"OR5K3",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"OR5L1",8,4,1,1.0786259448525,5.044068019093,0.278791781406012,1
"OR6C2",7,4,1,0.938155815455862,4.50088638437942,0.230483610726595,1
"OR6C65",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"OR6K3",6,3,1,1.07760442423058,6.82913700236859,0.22327485600935,1
"OR6N2",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"OR6T1",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"OR8D1",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"OR8J3",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
"OR9A4",9,4,1,1.2208439579484,5.59363974797328,0.328259049826759,1
"OSBPL10",6,3,1,1.07760442423058,6.82913700236859,0.22327485600935,1
"OSBPL6",6,3,1,1.07760442423058,6.82913700236859,0.22327485600935,1
"OTOP1",6,3,1,1.07760442423058,6.82913700236859,0.22327485600935,1
"OTOP2",5,2,1,1.35324648684234,14.5028722134504,0.215871898369936,1
